properties
IRIAN JAYA TIMUR
NUSATENGGARA BARAT
GORONTALO
SULAWESI TENGGARA
DAERAH ISTIMEWA YOGYAKARTA
JAWA TENGAH
PROBANTEN
JAWA TIMUR
MALUKU UTARA
MALUKU
KALIMANTAN SELATAN
KALIMANTAN BARAT
SULAWESI SELATAN
DKI JAKARTA
JAWA BARAT
IRIAN JAYA TENGAH
NUSA TENGGARA TIMUR
BALI
RIAU
SULAWESI TENGAH
KALIMANTAN TIMUR
SULAWESI UTARA
IRIAN JAYA BARAT
SUMATERA UTARA
BANGKA BELITUNG
SUMATERA BARAT
KALIMANTAN TENGAH
SUMATERA SELATAN
JAMBI
LAMPUNG
BENGKULU
DI. ACEH
